Chr	Start	End	Site_count
chr1	8300000	8400000	363
chr1	8400000	8500000	425
chr1	8500000	8600000	435
chr1	8600000	8700000	341
chr1	8700000	8800000	518
chr1	8800000	8900000	385
chr1	8900000	9000000	417
chr1	9000000	9100000	367
chr1	9100000	9200000	358
chr1	9200000	9300000	434
chr1	9300000	9400000	374
chr1	9400000	9500000	382
chr1	9500000	9600000	491
chr1	9600000	9700000	498
chr1	9700000	9800000	554
chr1	9800000	9900000	688
chr1	9900000	10000000	644
chr1	10000000	10100000	680
chr1	10100000	10200000	678
chr1	10200000	10300000	473
chr1	10300000	10400000	498
chr1	10400000	10500000	418
chr1	10500000	10600000	401
chr1	10600000	10700000	393
chr1	10700000	10800000	391
chr1	10800000	10900000	340
chr1	10900000	11000000	401
chr1	11000000	11100000	452
chr1	11100000	11200000	570
chr1	11200000	11300000	498
chr1	11300000	11400000	478
chr1	11400000	11500000	486
chr1	11500000	11600000	485
chr1	11600000	11700000	385
chr1	11700000	11800000	329
chr1	11800000	11900000	402
chr1	11900000	12000000	493
chr1	12000000	12100000	393
chr1	12100000	12200000	477
chr1	12200000	12300000	375
chr1	12300000	12400000	423
chr1	12400000	12500000	490
chr1	12500000	12600000	507
chr1	12600000	12700000	521
chr1	12700000	12800000	597
chr1	12800000	12900000	613
chr1	12900000	13000000	610
chr1	13000000	13100000	495
chr1	13100000	13200000	556
chr1	13200000	13300000	672
chr1	13300000	13400000	609
chr1	13400000	13500000	508
chr1	13500000	13600000	666
chr1	13600000	13700000	643
chr1	13700000	13800000	513
chr1	13800000	13900000	489
chr1	13900000	14000000	481
chr1	14000000	14100000	392
chr1	14100000	14200000	494
chr1	14200000	14300000	593
chr1	14300000	14400000	472
chr1	14400000	14500000	482
chr1	14500000	14600000	502
chr1	14600000	14700000	471
chr1	14700000	14800000	501
chr1	14800000	14900000	539
chr1	14900000	15000000	434
chr1	15000000	15100000	374
chr1	15100000	15200000	461
chr1	15200000	15300000	378
chr1	15300000	15400000	521
chr1	15400000	15500000	419
chr1	15500000	15600000	464
chr1	15600000	15700000	529
chr1	15700000	15800000	421
chr1	15800000	15900000	596
chr1	15900000	16000000	407
chr1	16000000	16100000	460
chr1	16100000	16200000	462
chr1	16200000	16300000	513
chr1	16300000	16400000	536
chr1	16400000	16500000	493
chr1	16500000	16600000	530
chr1	16600000	16700000	546
chr1	16700000	16800000	390
chr1	16800000	16900000	461
chr1	16900000	17000000	395
chr1	17000000	17100000	483
chr1	17100000	17200000	447
chr1	17200000	17300000	403
chr1	17300000	17400000	364
chr1	17400000	17500000	340
chr1	17500000	17600000	369
chr1	17600000	17700000	400
chr1	17700000	17800000	423
chr1	17800000	17900000	355
chr1	17900000	18000000	405
chr1	18000000	18100000	321
chr1	18100000	18200000	417
chr1	18200000	18300000	458
chr1	18300000	18400000	500
chr1	18400000	18500000	419
chr1	18500000	18600000	385
chr1	18600000	18700000	413
chr1	18700000	18800000	372
chr1	18800000	18900000	404
chr1	18900000	19000000	501
chr1	19000000	19100000	461
chr1	19100000	19200000	480
chr1	19200000	19300000	370
chr1	19300000	19400000	411
chr1	19400000	19500000	414
chr1	19500000	19600000	480
chr1	19600000	19700000	531
chr1	19700000	19800000	516
chr1	19800000	19900000	481
chr1	19900000	20000000	498
chr1	20000000	20100000	463
chr1	20100000	20200000	445
chr1	20200000	20300000	463
chr1	20300000	20400000	433
chr1	20400000	20500000	466
chr1	20500000	20600000	510
chr1	20600000	20700000	521
chr1	20700000	20800000	593
chr1	20800000	20900000	505
chr1	20900000	21000000	664
chr1	21000000	21100000	586
chr1	21100000	21200000	547
chr1	21200000	21300000	588
chr1	21300000	21400000	486
chr1	21400000	21500000	629
chr1	21500000	21600000	518
chr1	21600000	21700000	580
chr1	21700000	21800000	502
chr1	21800000	21900000	631
chr1	21900000	22000000	527
chr1	22000000	22100000	466
chr1	22100000	22200000	453
chr1	22200000	22300000	612
chr1	22300000	22400000	768
chr1	22400000	22500000	565
chr1	22500000	22600000	588
chr1	22600000	22700000	654
chr1	22700000	22800000	619
chr1	22800000	22900000	483
chr1	22900000	23000000	555
chr1	23000000	23100000	575
chr1	23100000	23200000	563
chr1	23200000	23300000	542
chr1	23300000	23400000	746
chr1	23400000	23500000	486
chr1	23500000	23600000	531
chr1	23600000	23700000	570
chr1	23700000	23800000	577
chr1	23800000	23900000	500
chr1	23900000	24000000	622
chr1	24000000	24100000	666
chr1	24100000	24200000	739
chr1	24200000	24300000	727
chr1	24300000	24400000	736
chr1	24400000	24500000	608
chr1	24500000	24600000	789
chr1	24600000	24700000	574
chr1	24700000	24800000	800
chr1	24800000	24900000	521
chr1	24900000	25000000	486
chr1	25000000	25100000	778
chr1	25100000	25200000	637
chr1	25200000	25300000	694
chr1	25300000	25400000	617
chr1	25400000	25500000	692
chr1	25500000	25600000	628
chr1	25600000	25700000	612
chr1	25700000	25800000	706
chr1	25800000	25900000	554
chr1	25900000	26000000	420
chr1	26000000	26100000	425
chr1	26100000	26200000	413
chr1	26200000	26300000	453
chr1	26300000	26400000	451
chr1	26400000	26500000	452
chr1	26500000	26600000	418
chr1	26600000	26700000	484
chr1	26700000	26800000	471
chr1	26800000	26900000	406
chr1	26900000	27000000	403
chr1	27000000	27100000	403
chr1	27100000	27200000	398
chr1	27200000	27300000	384
chr1	27300000	27400000	414
chr1	27400000	27500000	419
chr1	27500000	27600000	413
chr1	27600000	27700000	395
chr1	27700000	27800000	388
chr1	27800000	27900000	416
chr1	27900000	28000000	395
chr1	28000000	28100000	380
chr1	28100000	28200000	416
chr1	28200000	28300000	471
chr1	28300000	28400000	417
chr1	28400000	28500000	495
chr1	28500000	28600000	472
chr1	28600000	28700000	408
chr1	28700000	28800000	399
chr1	28800000	28900000	505
chr1	28900000	29000000	422
chr1	29000000	29100000	450
chr1	29100000	29200000	309
chr1	29200000	29300000	472
chr1	29300000	29400000	387
chr1	29400000	29500000	401
chr1	29500000	29600000	389
chr1	29600000	29700000	416
chr1	29700000	29800000	404
chr1	29800000	29900000	356
chr1	29900000	30000000	444
chr1	30000000	30100000	399
chr1	30100000	30200000	400
chr1	30200000	30300000	419
chr1	30300000	30400000	404
chr1	30400000	30500000	488
chr1	30500000	30600000	594
chr1	30600000	30700000	547
chr1	30700000	30800000	557
chr1	30800000	30900000	665
chr1	30900000	31000000	506
chr1	31000000	31100000	498
chr1	31100000	31200000	515
chr1	31200000	31300000	519
chr1	31300000	31400000	497
chr1	31400000	31500000	458
chr1	31500000	31600000	425
chr1	31600000	31700000	388
chr1	31700000	31800000	409
chr1	31800000	31900000	492
chr1	31900000	32000000	378
chr1	32000000	32100000	385
chr1	32100000	32200000	463
chr1	32200000	32300000	482
chr1	32300000	32400000	411
chr1	32400000	32500000	480
chr1	32500000	32600000	517
chr1	32600000	32700000	529
chr1	32700000	32800000	571
chr1	32800000	32900000	551
chr1	32900000	33000000	462
chr1	33000000	33100000	383
chr1	33100000	33200000	502
chr1	33200000	33300000	525
chr1	33300000	33400000	438
chr1	33400000	33500000	611
chr1	33500000	33600000	594
chr1	33600000	33700000	706
chr1	33700000	33800000	759
chr1	33800000	33900000	695
chr1	33900000	34000000	741
chr1	34000000	34100000	744
chr1	34100000	34200000	943
chr1	34200000	34300000	1055
chr1	34300000	34400000	656
chr1	34400000	34500000	460
chr1	34500000	34600000	372
chr1	34600000	34700000	373
chr1	34700000	34800000	512
chr1	34800000	34900000	415
chr1	34900000	35000000	450
chr1	35000000	35100000	407
chr1	35100000	35200000	379
chr1	35200000	35300000	451
chr1	35300000	35400000	511
chr1	35400000	35500000	397
chr1	35500000	35600000	467
chr1	35600000	35700000	485
chr1	35700000	35800000	402
chr1	35800000	35900000	495
chr1	35900000	36000000	420
chr1	36000000	36100000	326
chr1	36100000	36200000	553
chr1	36200000	36300000	511
chr1	36300000	36400000	398
chr1	36400000	36500000	422
chr1	36500000	36600000	314
chr1	36600000	36700000	348
chr1	36700000	36800000	414
chr1	36800000	36900000	641
chr1	36900000	37000000	575
chr1	37000000	37100000	565
chr1	37100000	37200000	707
chr1	37200000	37300000	480
chr1	37300000	37400000	325
chr1	37400000	37500000	669
chr1	37500000	37600000	616
chr1	37600000	37700000	536
chr1	37700000	37800000	648
chr1	37800000	37900000	583
chr1	37900000	38000000	625
chr1	38000000	38100000	657
chr1	38100000	38200000	627
chr1	38200000	38300000	716
chr1	38300000	38400000	792
chr1	38400000	38500000	655
chr1	38500000	38600000	825
chr1	38600000	38700000	723
chr1	38700000	38800000	594
chr1	38800000	38900000	538
chr1	38900000	39000000	641
chr1	39000000	39100000	517
chr1	39100000	39200000	623
chr1	39200000	39300000	584
chr1	39300000	39400000	552
chr1	39400000	39500000	574
chr1	39500000	39600000	632
chr1	39600000	39700000	518
chr1	39700000	39800000	558
chr1	39800000	39900000	641
chr1	39900000	40000000	600
chr1	40000000	40100000	639
chr1	40100000	40200000	455
chr1	40200000	40300000	597
chr1	40300000	40400000	682
chr1	40400000	40500000	748
chr1	40500000	40600000	469
chr1	40600000	40700000	594
chr1	40700000	40800000	722
chr1	40800000	40900000	662
chr1	40900000	41000000	685
chr1	41000000	41100000	741
chr1	41100000	41200000	680
chr1	41200000	41300000	754
chr1	41300000	41400000	645
chr1	41400000	41500000	568
chr1	41500000	41600000	489
chr1	41600000	41700000	584
chr1	41700000	41800000	600
chr1	41800000	41900000	552
chr1	41900000	42000000	627
chr1	42000000	42100000	557
chr1	42100000	42200000	576
chr1	42200000	42300000	653
chr1	42300000	42400000	609
chr1	42400000	42500000	716
chr1	42500000	42600000	589
chr1	42600000	42700000	483
chr1	42700000	42800000	602
chr1	42800000	42900000	678
chr1	42900000	43000000	613
chr1	43000000	43100000	499
chr1	43100000	43200000	550
chr1	43200000	43300000	469
chr1	43300000	43400000	546
chr1	43400000	43500000	596
chr1	43500000	43600000	481
chr1	43600000	43700000	451
chr1	43700000	43800000	547
chr1	43800000	43900000	474
chr1	43900000	44000000	507
chr1	44000000	44100000	662
chr1	44100000	44200000	625
chr1	44200000	44300000	423
chr1	44300000	44400000	439
chr1	44400000	44500000	287
chr1	44500000	44600000	490
chr1	44600000	44700000	424
chr1	44700000	44800000	442
chr1	44800000	44900000	374
chr1	44900000	45000000	324
chr1	45000000	45100000	382
chr1	45100000	45200000	387
chr1	45200000	45300000	388
chr1	45300000	45400000	526
chr1	45400000	45500000	504
chr1	45500000	45600000	528
chr1	45600000	45700000	368
chr1	45700000	45800000	410
chr1	45800000	45900000	608
chr1	45900000	46000000	512
chr1	46000000	46100000	435
chr1	46100000	46200000	473
chr1	46200000	46300000	503
chr1	46300000	46400000	457
chr1	46400000	46500000	411
chr1	46500000	46600000	367
chr1	46600000	46700000	533
chr1	46700000	46800000	415
chr1	46800000	46900000	564
chr1	46900000	47000000	424
chr1	47000000	47100000	453
chr1	47100000	47200000	334
chr1	47200000	47300000	443
chr1	47300000	47400000	390
chr1	47400000	47500000	478
chr1	47500000	47600000	402
chr1	47600000	47700000	403
chr1	47700000	47800000	482
chr1	47800000	47900000	496
chr1	47900000	48000000	477
chr1	48000000	48100000	391
chr1	48100000	48200000	439
chr1	48200000	48300000	374
chr1	48300000	48400000	369
chr1	48400000	48500000	362
chr1	48500000	48600000	389
chr1	48600000	48700000	462
chr1	48700000	48800000	421
chr1	48800000	48900000	388
chr1	48900000	49000000	488
chr1	49000000	49100000	421
chr1	49100000	49200000	345
chr1	49200000	49300000	411
chr1	49300000	49400000	418
chr1	49400000	49500000	372
chr1	49500000	49600000	377
chr1	49600000	49700000	348
chr1	49700000	49800000	407
chr1	49800000	49900000	440
chr1	49900000	50000000	354
chr1	50000000	50100000	378
chr1	50100000	50200000	408
chr1	50200000	50300000	354
chr1	50300000	50400000	399
chr1	50400000	50500000	325
chr1	50500000	50600000	397
chr1	50600000	50700000	481
chr1	50700000	50800000	398
chr1	50800000	50900000	510
chr1	50900000	51000000	667
chr1	51000000	51100000	638
chr1	51100000	51200000	639
chr1	51200000	51300000	620
chr1	51300000	51400000	708
chr1	51400000	51500000	611
chr1	51500000	51600000	580
chr1	51600000	51700000	530
chr1	51700000	51800000	705
chr1	51800000	51900000	714
chr1	51900000	52000000	594
chr1	52000000	52100000	657
chr1	52100000	52200000	803
chr1	52200000	52300000	577
chr1	52300000	52400000	574
chr1	52400000	52500000	485
chr1	52500000	52600000	501
chr1	52600000	52700000	572
chr1	52700000	52800000	434
chr1	52800000	52900000	469
chr1	52900000	53000000	451
chr1	53000000	53100000	552
chr1	53100000	53200000	511
chr1	53200000	53300000	556
chr1	53300000	53400000	632
chr1	53400000	53500000	479
chr1	53500000	53600000	487
chr1	53600000	53700000	462
chr1	53700000	53800000	607
chr1	53800000	53900000	673
chr1	53900000	54000000	530
chr1	54000000	54100000	459
chr1	54100000	54200000	590
chr1	54200000	54300000	444
chr1	54300000	54400000	515
chr1	54400000	54500000	673
chr1	54500000	54600000	683
chr1	54600000	54700000	610
chr1	54700000	54800000	608
chr1	54800000	54900000	519
chr1	54900000	55000000	560
chr1	55000000	55100000	586
chr1	55100000	55200000	487
chr1	55200000	55300000	522
chr1	55300000	55400000	462
chr1	55400000	55500000	553
chr1	55500000	55600000	534
chr1	55600000	55700000	604
chr1	55700000	55800000	475
chr1	55800000	55900000	565
chr1	55900000	56000000	679
chr1	56000000	56100000	511
chr1	56100000	56200000	529
chr1	56200000	56300000	679
chr1	56300000	56400000	578
chr1	56400000	56500000	486
chr1	56500000	56600000	562
chr1	56600000	56700000	568
chr1	56700000	56800000	518
chr1	56800000	56900000	606
chr1	56900000	57000000	520
chr1	57000000	57100000	565
chr1	57100000	57200000	605
chr1	57200000	57300000	556
chr1	57300000	57400000	694
chr1	57400000	57500000	647
chr1	57500000	57600000	550
chr1	57600000	57700000	579
chr1	57700000	57800000	614
chr1	57800000	57900000	807
chr1	57900000	58000000	584
chr1	58000000	58100000	606
chr1	58100000	58200000	572
chr1	58200000	58300000	571
chr1	58300000	58400000	453
chr1	58400000	58500000	675
chr1	58500000	58600000	506
chr1	58600000	58700000	586
chr1	58700000	58800000	544
chr1	58800000	58900000	532
chr1	58900000	59000000	644
chr1	59000000	59100000	597
chr1	59100000	59200000	648
chr1	59200000	59300000	609
chr1	59300000	59400000	513
chr1	59400000	59500000	451
chr1	59500000	59600000	496
chr1	59600000	59700000	443
chr1	59700000	59800000	569
chr1	59800000	59900000	524
chr1	59900000	60000000	458
chr1	60000000	60100000	559
chr1	60100000	60200000	513
chr1	60200000	60300000	639
chr1	60300000	60400000	556
chr1	60400000	60500000	574
chr1	60500000	60600000	592
chr1	60600000	60700000	511
chr1	60700000	60800000	624
chr1	60800000	60900000	592
chr1	60900000	61000000	649
chr1	61000000	61100000	611
chr1	61100000	61200000	694
chr1	61200000	61300000	524
chr1	61300000	61400000	508
chr1	61400000	61500000	481
chr1	61500000	61600000	474
chr1	61600000	61700000	549
chr1	61700000	61800000	560
chr1	61800000	61900000	500
chr1	61900000	62000000	586
chr1	62000000	62100000	589
chr1	62100000	62200000	575
chr1	62200000	62300000	544
chr1	62300000	62400000	580
chr1	62400000	62500000	605
chr1	62500000	62600000	634
chr1	62600000	62700000	595
chr1	62700000	62800000	530
chr1	62800000	62900000	534
chr1	62900000	63000000	585
chr1	63000000	63100000	506
chr1	63100000	63200000	574
chr1	63200000	63300000	590
chr1	63300000	63400000	563
chr1	63400000	63500000	680
chr1	63500000	63600000	685
chr1	63600000	63700000	621
chr1	63700000	63800000	574
chr1	63800000	63900000	395
chr1	63900000	64000000	581
chr1	64000000	64100000	700
chr1	64100000	64200000	553
chr1	64200000	64300000	543
chr1	64300000	64400000	563
chr1	64400000	64500000	497
chr1	64500000	64600000	614
chr1	64600000	64700000	627
chr1	64700000	64800000	626
chr1	64800000	64900000	572
chr1	64900000	65000000	522
chr1	65000000	65100000	616
chr1	65100000	65200000	560
chr1	65200000	65300000	560
chr1	65300000	65400000	632
chr1	65400000	65500000	365
chr1	65500000	65600000	445
chr1	65600000	65700000	481
chr1	65700000	65800000	367
chr1	65800000	65900000	457
chr1	65900000	66000000	456
chr1	66000000	66100000	458
chr1	66100000	66200000	538
chr1	66200000	66300000	525
chr1	66300000	66400000	517
chr1	66400000	66500000	621
chr1	66500000	66600000	449
chr1	66600000	66700000	593
chr1	66700000	66800000	649
chr1	66800000	66900000	616
chr1	66900000	67000000	703
chr1	67000000	67100000	553
chr1	67100000	67200000	778
chr1	67200000	67300000	539
chr1	67300000	67400000	484
chr1	67400000	67500000	513
chr1	67500000	67600000	497
chr1	67600000	67700000	486
chr1	67700000	67800000	484
chr1	67800000	67900000	467
chr1	67900000	68000000	550
chr1	68000000	68100000	576
chr1	68100000	68200000	548
chr1	68200000	68300000	558
chr1	68300000	68400000	586
chr1	68400000	68500000	447
chr1	68500000	68600000	470
chr1	68600000	68700000	541
chr1	68700000	68800000	553
chr1	68800000	68900000	572
chr1	68900000	69000000	538
chr1	69000000	69100000	642
chr1	69100000	69200000	560
chr1	69200000	69300000	619
chr1	69300000	69400000	592
chr1	69400000	69500000	729
chr1	69500000	69600000	851
chr1	69600000	69700000	757
chr1	69700000	69800000	784
chr1	69800000	69900000	670
chr1	69900000	70000000	430
chr1	70000000	70100000	529
chr1	70100000	70200000	550
chr1	70200000	70300000	518
chr1	70300000	70400000	576
chr1	70400000	70500000	577
chr1	70500000	70600000	475
chr1	70600000	70700000	507
chr1	70700000	70800000	648
chr1	70800000	70900000	644
chr1	70900000	71000000	553
chr1	71000000	71100000	729
chr1	71100000	71200000	606
chr1	71200000	71300000	754
chr1	71300000	71400000	852
chr1	71400000	71500000	795
chr1	71500000	71600000	662
chr1	71600000	71700000	784
chr1	71700000	71800000	764
chr1	71800000	71900000	866
chr1	71900000	72000000	689
chr1	72000000	72100000	635
chr1	72100000	72200000	680
chr1	72200000	72300000	499
chr1	72300000	72400000	765
chr1	72400000	72500000	580
chr1	72500000	72600000	547
chr1	72600000	72700000	588
chr1	72700000	72800000	522
chr1	72800000	72900000	441
chr1	72900000	73000000	434
chr1	73000000	73100000	494
chr1	73100000	73200000	560
chr1	73200000	73300000	606
chr1	73300000	73400000	530
chr1	73400000	73500000	432
chr1	73500000	73600000	512
chr1	73600000	73700000	451
chr1	73700000	73800000	386
chr1	73800000	73900000	422
chr1	73900000	74000000	292
chr1	74000000	74100000	252
chr1	74100000	74200000	507
chr1	74200000	74300000	515
chr1	74300000	74400000	359
chr1	74400000	74500000	579
chr1	74500000	74600000	486
chr1	74600000	74700000	488
chr1	74700000	74800000	369
chr1	74800000	74900000	356
chr1	74900000	75000000	363
chr1	75000000	75100000	211
chr1	75100000	75200000	345
chr1	75200000	75300000	456
chr1	75300000	75400000	429
chr1	75400000	75500000	255
chr1	75500000	75600000	443
chr1	75600000	75700000	616
chr1	75700000	75800000	499
chr1	75800000	75900000	508
chr1	75900000	76000000	565
chr1	76000000	76100000	603
chr1	76100000	76200000	586
chr1	76200000	76300000	582
chr1	76300000	76400000	436
chr1	76400000	76500000	489
chr1	76500000	76600000	586
chr1	76600000	76700000	548
chr1	76700000	76800000	563
chr1	76800000	76900000	587
chr1	76900000	77000000	620
chr1	77000000	77100000	595
chr1	77100000	77200000	631
chr1	77200000	77300000	706
chr1	77300000	77400000	756
chr1	77400000	77500000	598
chr1	77500000	77600000	615
chr1	77600000	77700000	559
chr1	77700000	77800000	619
chr1	77800000	77900000	578
chr1	77900000	78000000	617
chr1	78000000	78100000	733
chr1	78100000	78200000	636
chr1	78200000	78300000	461
chr1	78300000	78400000	632
chr1	78400000	78500000	717
chr1	78500000	78600000	573
chr1	78600000	78700000	528
chr1	78700000	78800000	532
chr1	78800000	78900000	521
chr1	78900000	79000000	475
chr1	79000000	79100000	457
chr1	79100000	79200000	404
chr1	79200000	79300000	413
chr1	79300000	79400000	511
chr1	79400000	79500000	475
chr1	79500000	79600000	515
chr1	79600000	79700000	588
chr1	79700000	79800000	538
chr1	79800000	79900000	571
chr1	79900000	80000000	524
chr1	80000000	80100000	573
chr1	80100000	80200000	635
chr1	80200000	80300000	682
chr1	80300000	80400000	538
chr1	80400000	80500000	603
chr1	80500000	80600000	697
chr1	80600000	80700000	537
chr1	80700000	80800000	526
chr1	80800000	80900000	492
chr1	80900000	81000000	417
chr1	81000000	81100000	453
chr1	81100000	81200000	471
chr1	81200000	81300000	551
chr1	81300000	81400000	574
chr1	81400000	81500000	447
chr1	81500000	81600000	564
chr1	81600000	81700000	570
chr1	81700000	81800000	480
chr1	81800000	81900000	485
chr1	81900000	82000000	462
chr1	82000000	82100000	505
chr1	82100000	82200000	581
chr1	82200000	82300000	578
chr1	82300000	82400000	594
chr1	82400000	82500000	575
chr1	82500000	82600000	486
chr1	82600000	82700000	662
chr1	82700000	82800000	686
chr1	82800000	82900000	639
chr1	82900000	83000000	531
chr1	83000000	83100000	627
chr1	83100000	83200000	596
chr1	83200000	83300000	511
chr1	83300000	83400000	522
chr1	83400000	83500000	494
chr1	83500000	83600000	376
chr1	83600000	83700000	424
chr1	83700000	83800000	502
chr1	83800000	83900000	501
chr1	83900000	84000000	450
chr1	84000000	84100000	430
chr1	84100000	84200000	473
chr1	84200000	84300000	464
chr1	84300000	84400000	508
chr1	84400000	84500000	422
chr1	84500000	84600000	431
chr1	84600000	84700000	521
chr1	84700000	84800000	583
chr1	84800000	84900000	488
chr1	84900000	85000000	517
chr1	85000000	85100000	619
chr1	85100000	85200000	607
chr1	85200000	85300000	958
chr1	85300000	85400000	447
chr1	85400000	85500000	307
chr1	85500000	85600000	713
chr1	85600000	85700000	688
chr1	85700000	85800000	529
chr1	85800000	85900000	543
chr1	85900000	86000000	382
chr1	86000000	86100000	555
chr1	86100000	86200000	601
chr1	86200000	86300000	429
chr1	86300000	86400000	442
chr1	86400000	86500000	410
chr1	86500000	86600000	401
chr1	86600000	86700000	456
chr1	86700000	86800000	412
chr1	86800000	86900000	398
chr1	86900000	87000000	403
chr1	87000000	87100000	223
chr1	87100000	87200000	306
chr1	87200000	87300000	325
chr1	87300000	87400000	543
chr1	87400000	87500000	488
chr1	87500000	87600000	467
chr1	87600000	87700000	432
chr1	87700000	87800000	506
chr1	87800000	87900000	364
chr1	87900000	88000000	396
chr1	88000000	88100000	432
chr1	88100000	88200000	448
chr1	88200000	88300000	1292
chr1	88300000	88400000	583
chr1	88400000	88500000	519
chr1	88500000	88600000	434
chr1	88600000	88700000	424
chr1	88700000	88800000	494
chr1	88800000	88900000	540
chr1	88900000	89000000	454
chr1	89000000	89100000	501
chr1	89100000	89200000	455
chr1	89200000	89300000	423
chr1	89300000	89400000	399
chr1	89400000	89500000	340
chr1	89500000	89600000	304
chr1	89600000	89700000	500
chr1	89700000	89800000	477
chr1	89800000	89900000	471
chr1	89900000	90000000	445
chr1	90000000	90100000	469
chr1	90100000	90200000	543
chr1	90200000	90300000	402
chr1	90300000	90400000	507
chr1	90400000	90500000	452
chr1	90500000	90600000	424
chr1	90600000	90700000	464
chr1	90700000	90800000	376
chr1	90800000	90900000	425
chr1	90900000	91000000	284
chr1	91000000	91100000	427
chr1	91100000	91200000	528
chr1	91200000	91300000	382
chr1	91300000	91400000	250
chr1	91400000	91500000	326
chr1	91500000	91600000	397
chr1	91600000	91700000	497
chr1	91700000	91800000	443
chr1	91800000	91900000	376
chr1	91900000	92000000	284
chr1	92000000	92100000	353
chr1	92100000	92200000	333
chr1	92200000	92300000	368
chr1	92300000	92400000	361
chr1	92400000	92500000	387
chr1	92500000	92600000	394
chr1	92600000	92700000	344
chr1	92700000	92800000	299
chr1	92800000	92900000	253
chr1	92900000	93000000	313
chr1	93000000	93100000	239
chr1	93100000	93200000	318
chr1	93200000	93300000	286
chr1	93300000	93400000	371
chr1	93400000	93500000	480
chr1	93500000	93600000	507
chr1	93600000	93700000	357
chr1	93700000	93800000	459
chr1	93800000	93900000	265
chr1	93900000	94000000	170
chr1	94000000	94100000	350
chr1	94100000	94200000	360
chr1	94200000	94300000	500
chr1	94300000	94400000	404
chr1	94400000	94500000	413
chr1	94500000	94600000	472
chr1	94600000	94700000	489
chr1	94700000	94800000	519
chr1	94800000	94900000	429
chr1	94900000	95000000	453
chr1	95000000	95100000	476
chr1	95100000	95200000	491
chr1	95200000	95300000	424
chr1	95300000	95400000	572
chr1	95400000	95500000	456
chr1	95500000	95600000	513
chr1	95600000	95700000	571
chr1	95700000	95800000	427
chr1	95800000	95900000	493
chr1	95900000	96000000	457
chr1	96000000	96100000	468
chr1	96100000	96200000	418
chr1	96200000	96300000	391
chr1	96300000	96400000	458
chr1	96400000	96500000	426
chr1	96500000	96600000	472
chr1	96600000	96700000	472
chr1	96700000	96800000	461
chr1	96800000	96900000	596
chr1	96900000	97000000	446
chr1	97000000	97100000	376
chr1	97100000	97200000	392
chr1	97200000	97300000	411
chr1	97300000	97400000	419
chr1	97400000	97500000	400
chr1	97500000	97600000	447
chr1	97600000	97700000	602
chr1	97700000	97800000	836
chr1	97800000	97900000	737
chr1	97900000	98000000	847
chr1	98000000	98100000	759
chr1	98100000	98200000	612
chr1	98200000	98300000	382
chr1	98300000	98400000	350
chr1	98400000	98500000	457
chr1	98500000	98600000	413
chr1	98600000	98700000	351
chr1	98700000	98800000	408
chr1	98800000	98900000	363
chr1	98900000	99000000	346
chr1	99000000	99100000	373
chr1	99100000	99200000	372
chr1	99200000	99300000	341
chr1	99300000	99400000	357
chr1	99400000	99500000	379
chr1	99500000	99600000	434
chr1	99600000	99700000	409
chr1	99700000	99800000	361
chr1	99800000	99900000	377
